x,y
-6.0,5.76277568851087
-5.967418546365915,5.063230815095032
-5.934837092731829,5.2224490507356505
-5.902255639097745,6.02418100362253
-5.869674185463659,6.825702527644616
-5.837092731829574,6.805253923002864
-5.804511278195489,5.7407726239502646
-5.771929824561403,5.070627339975674
-5.739348370927319,4.98246640075666
-5.706766917293233,5.123378620032819
-5.674185463659148,4.721874672040803
-5.641604010025063,6.5832914499875255
-5.609022556390977,5.368313980701009
-5.576441102756892,5.238807793546506
-5.543859649122807,5.0560364957777235
-5.511278195488722,4.798420122043629
-5.478696741854637,5.119338560007702
-5.446115288220551,5.037414577489734
-5.413533834586466,6.246993791472033
-5.380952380952381,5.436890410281089
-5.348370927318296,5.2161615019150425
-5.315789473684211,4.455454579542149
-5.283208020050125,5.85490648933705
-5.25062656641604,5.420107413329509
-5.2180451127819545,6.156748402282167
-5.18546365914787,5.550322204653364
-5.152882205513785,4.527235342380008
-5.120300751879699,5.027266783297446
-5.087719298245614,5.306419470887244
-5.055137844611529,4.440996351101021
-5.022556390977444,4.273369026276905
-4.989974937343359,5.402413287415479
-4.957393483709273,4.854460481975346
-4.924812030075188,4.751096160330192
-4.8922305764411025,5.478273485838342
-4.859649122807017,3.9752696791529996
-4.827067669172933,4.603380015232654
-4.794486215538847,4.9600734389648355
-4.761904761904762,4.547168971229377
-4.7293233082706765,3.8711287784137265
-4.696741854636592,5.189308929629666
-4.664160401002507,4.273302611840889
-4.631578947368421,5.5142126330753065
-4.598997493734336,4.9904161849735225
-4.5664160401002505,5.233253619463296
-4.533834586466165,4.1027403278415475
-4.50125313283208,3.5445113782565274
-4.468671679197995,4.143524491901836
-4.43609022556391,4.812443909177672
-4.4035087719298245,4.630253962057525
-4.37092731829574,4.339287704524914
-4.338345864661655,4.296409467183326
-4.305764411027569,4.874254760692171
-4.273182957393484,3.9242100866425558
-4.2406015037593985,4.696872894402954
-4.208020050125313,4.648551175083172
-4.175438596491228,3.3702714863838032
-4.142857142857143,3.2311618122836054
-4.110275689223058,3.846502957118191
-4.0776942355889725,4.191822455021302
-4.045112781954887,3.361131663674758
-4.012531328320803,4.1142637022192
-3.979949874686717,3.822668504766348
-3.947368421052632,3.0037045993218756
-3.9147869674185465,4.839829844870263
-3.882205513784461,3.584798452615773
-3.849624060150376,4.7303503413847565
-3.817042606516291,3.2792958627377318
-3.784461152882206,3.8952157110649113
-3.7518796992481205,2.9522058477473268
-3.719298245614035,3.5591772605767003
-3.68671679197995,3.450919551416008
-3.654135338345865,4.2939716807804995
-3.6215538847117794,3.916207709545061
-3.5889724310776945,3.718463031885645
-3.556390977443609,3.4610677086032275
-3.5238095238095237,3.5109831898471238
