x1,x2,y
2.4159927338488663,4.9227839346187565,1
4.489238432265679,3.1966202967324575,1
4.935055158664132,3.6990120080017914,1
1.5890001022781353,2.73761206001097,1
2.1127369293340434,1.538858393389631,1
2.3835192637739344,0.6741493556153213,1
1.284863273614878,3.806731062038062,1
3.8490594392584474,4.999134664359486,1
3.7004769964946096,4.37007786309986,1
3.234442623887435,4.828885720182071,1
0.7828556464612015,1.5105890124257213,1
1.508622430269825,3.77543979992995,1
3.036283582650359,2.0608841370045714,1
4.706744540571429,3.145142764170349,1
2.2208136870438175,0.40784152042446764,1
4.066422219995808,3.571156361101761,1
4.7460412121813444,0.6483144588654189,1
3.9459569030671813,1.1736493894186393,1
3.9366907724473594,0.9715074597806819,1
2.783944144394384,4.080838616872464,1
3.6480434083333315,2.974152582371448,1
4.07771631687527,2.8936768596470293,1
3.2982681036951824,1.1528214030798107,1
4.532175138344848,4.320954820387411,1
2.1771924232551765,0.9995215666212591,1
3.3217045178414906,4.420618382836535,1
2.4201101286380315,4.68766654208244,1
4.746149946245176,3.874184439776322,1
0.8766555299668026,4.653518593664071,1
2.3603725409295007,1.3260020975888058,1
1.7099391883276853,3.4148406112690926,1
2.913729772089371,1.889929471746297,1
0.6714915272750411,0.9424904063191023,1
3.5981930828812776,2.6334914230507747,1
3.057681896069443,4.727025175268568,1
4.856821533328057,1.8574275667752542,1
2.842191564640899,1.4264727725077617,1
3.766867970624877,3.638104223462197,1
3.522751046876132,2.7948214601671064,1
4.6331586709191335,3.2716306263349937,1
3.1858407292553155,2.509366339011165,1
3.9595847148127907,0.4770669370942174,1
1.187829843489299,2.9025051082494397,1
0.8184835379193003,2.9380180244332648,1
1.9523770640928113,4.1322735349512945,1
3.148388604890702,3.7800048059283355,1
1.6190923983399799,2.2233926889805686,1
4.686508995388331,1.0606988253221659,1
3.631707690107453,0.6191856615638152,1
3.7207954903651084,4.658820089698416,1
4.921327364949893,1.1012770846979565,1
4.322997442029993,4.6822650887630095,1
1.158824247744714,2.6625986565647803,1
0.9027760609091701,1.2488605372775385,1
2.925234288135654,4.407329388297882,1
4.671684210124795,4.27764387774577,1
2.752918420123109,3.627091946841804,1
3.241795459642679,0.5837684155941099,1
3.74385228607696,3.2199690851224543,1
0.5318611640972415,4.262681248252673,1
4.835139128124144,2.8260454350082918,1
0.9866550366037904,2.3462734708160835,1
2.3896936528388735,2.738447566501061,1
2.5480254414962036,1.2987102464275504,1
0.9809863157742835,0.41248521128026117,1
2.1269687294752737,2.0943617561064856,1
1.7934148174247597,3.5066052418801856,1
3.7268677427766947,1.2567421667602274,1
4.777489084759762,4.077591501014449,1
1.3241550685166972,1.7738655413748199,1
2.0526981092745826,2.167605378961265,1
0.5242811945493295,2.128873065159437,1
2.7156017879198964,3.2765101972342507,1
1.645691422734028,3.5254457155175656,1
4.707992964438436,1.9647842985128614,1
3.0116604720498943,1.0319176861160941,1
4.447355042263047,0.7870625745801738,1
2.606764792732946,4.474346523787597,1
2.5345199365215474,1.6093120128277323,1
3.2761259692437465,1.1261897369174596,1
2.64955635623229,1.452521306210214,1
1.155639660484475,2.876197897070332,1
3.1237173958065068,3.0044773187149976,1
2.978715163780414,4.036996119358979,1
1.2262668475188416,1.2096683277545937,1
3.8084498857808096,3.917733664262863,1
3.5219232215947556,0.48550990516619363,1
1.1041357838618606,2.4270285091631703,1
2.739905411660007,4.075035486330697,1
3.3784343153467487,3.5376795321771923,1
1.4374783747433795,1.3914014389852927,1
4.181017528606661,3.560750251846541,1
1.4693470166379141,1.470560264899738,1
0.4207470272982918,1.5870310866075146,1
3.1702884148259396,1.0834104407934062,1
1.2760985204286652,4.05449374100081,1
4.779850756537834,4.493701743951491,1
3.1258933986733886,2.25885163115397,1
2.2393220552417366,0.5631035326411005,1
3.9062436077756644,1.3247038135152964,1
-2.77583039368847,-2.655808536390581,1
-3.2360991358092925,-2.089271661616482,1
-2.2419107189701273,-4.621284086691165,1
-1.086079223535362,-2.7929707594960345,1
-3.8002203159962478,-4.533063910260304,1
-3.884389284921606,-1.1162676183983136,1
-0.5082571917408385,-1.1999525124317527,1
-1.443575763221956,-4.002514972573273,1
-3.7543444946387594,-2.656382398607353,1
-1.1773235023522894,-2.8492321992625205,1
-1.4733830353767572,-2.4148513744400892,1
-4.3031960039690444,-4.603648071311994,1
-2.444773793032584,-4.573902444483314,1
-1.0525751235214664,-3.969363341080249,1
-3.368466069350957,-1.3044150339765377,1
-1.8873060582283525,-4.128216665106565,1
-0.671825165542759,-3.7592501066097324,1
-4.602598125359299,-3.267400407614061,1
-3.2230949802046482,-0.6705959427115694,1
-4.477927046817442,-3.496186196225328,1
-2.756695682094712,-4.86353536590657,1
-4.815732430494797,-3.410598797892211,1
-1.554679317406511,-4.954771886125379,1
-2.010824050392802,-1.5658504479157171,1
-0.8245791297552006,-0.7783624028996399,1
-3.208794091412509,-4.37621031660935,1
-3.008607882716377,-4.861462669630442,1
