x,y
-6.0,5.7669359576013335
-5.967418546365915,5.3849062126652205
-5.934837092731829,5.344283417363263
-5.902255639097745,5.486491909981666
-5.869674185463659,5.196148565688054
-5.837092731829574,5.339875314388246
-5.804511278195489,5.130099067611861
-5.771929824561403,5.718697257131022
-5.739348370927319,5.393871828384041
-5.706766917293233,5.344725992219342
-5.674185463659148,5.584317646998053
-5.641604010025063,4.886872941687929
-5.609022556390977,5.033546011739588
-5.576441102756892,5.241674322460222
-5.543859649122807,5.590727198642405
-5.511278195488722,5.48085407148225
-5.478696741854637,4.909640226237249
-5.446115288220551,5.022712141820732
-5.413533834586466,5.008709632653372
-5.380952380952381,4.774220399900605
-5.348370927318296,5.010121091877565
-5.315789473684211,5.1304727457709856
-5.283208020050125,4.708802469553173
-5.25062656641604,4.607693849130263
-5.2180451127819545,5.068328397763874
-5.18546365914787,5.201794569894833
-5.152882205513785,5.094409349979662
-5.120300751879699,4.326049961465183
-5.087719298245614,4.536149013362235
-5.055137844611529,5.205173273108
-5.022556390977444,5.149997427361048
-4.989974937343359,4.281770633429337
-4.957393483709273,4.185377367859906
-4.924812030075188,4.160286650918397
-4.8922305764411025,4.540807145431575
-4.859649122807017,4.960150803107102
-4.827067669172933,4.931040062427884
-4.794486215538847,4.274518489968841
-4.761904761904762,4.843764322179558
-4.7293233082706765,4.399502206279376
-4.696741854636592,4.00253353627512
-4.664160401002507,4.785758165284661
-4.631578947368421,4.769771209826828
-4.598997493734336,4.455738654809576
-4.5664160401002505,3.999303078323885
-4.533834586466165,3.9864321998898484
-4.50125313283208,4.299847035500155
-4.468671679197995,4.594273802331189
-4.43609022556391,4.1094947130427215
-4.4035087719298245,3.6367845144505835
-4.37092731829574,4.403250126019679
-4.338345864661655,3.537511742293815
-4.305764411027569,3.7354592298802185
-4.273182957393484,3.6218408560560875
-4.2406015037593985,4.098646218695403
-4.208020050125313,4.10062891842993
-4.175438596491228,3.3741900689385
-4.142857142857143,3.9547314559316025
-4.110275689223058,3.7194208063241243
-4.0776942355889725,3.9841258233159924
-4.045112781954887,3.8526306828873498
-4.012531328320803,3.6012038259297254
-3.979949874686717,3.2862099915590592
-3.947368421052632,3.5316267174585607
-3.9147869674185465,3.6254371700707306
-3.882205513784461,3.4122956240447166
-3.849624060150376,3.683548294514615
-3.817042606516291,3.139406990693026
-3.784461152882206,3.366981931950321
-3.7518796992481205,3.5139034489971364
-3.719298245614035,2.9871060552390785
-3.68671679197995,3.850781549229608
-3.654135338345865,3.8145848281755317
-3.6215538847117794,2.9356168611938465
-3.5889724310776945,3.4872774911539315
-3.556390977443609,3.383053588839845
-3.5238095238095237,3.2600860996900725
-3.491228070175439,2.9248727645473864
-3.4586466165413534,3.1363666571783515
-3.4260651629072685,2.6976650811192213
-3.393483709273183,3.366368220428811
-3.3609022556390977,2.837389970262766
-3.328320802005013,2.6121979955621146
-3.2957393483709274,3.26821522724914
-3.2631578947368425,3.0044117735355096
-3.230576441102757,3.093125480999098
-3.1979949874686717,2.895386305622465
-3.165413533834587,2.9908465611944623
-3.1328320802005014,2.7702707454685096
-3.100250626566416,2.736977359836862
-3.067669172932331,3.1209158999711555
-3.0350877192982457,2.8413561387170247
-3.0025062656641603,2.6761242820666857
-2.9699248120300754,2.7569520414091078
-2.93734335839599,2.961735186611196
-2.904761904761905,2.8804801620314824
-2.8721804511278197,2.432049136078773
-2.8395989974937343,2.827371803196415
-2.8070175438596494,2.323427935266221
-2.774436090225564,2.6625776595805064
-2.741854636591479,2.220486756110495
-2.7092731829573937,2.2299546016667775
-2.6766917293233083,2.3416898796613186
-2.6441102756892234,2.184326229218854
-2.611528822055138,2.733793441269186
-2.5789473684210527,2.290353842225283
-2.5463659147869677,2.2553648179501735
-2.5137844611528823,2.6613447220035154
-2.481203007518797,2.2989611603842937
-2.448621553884712,2.568516169014856
-2.4160401002506267,2.5329505848072986
-2.3834586466165417,2.2565883623524337
-2.3508771929824563,1.647552904514513
-2.318295739348371,2.5315618975315415
-2.285714285714286,2.3648882912298843
-2.2531328320802007,2.3188596890216875
-2.2205513784461157,1.7420830750959766
-2.1879699248120303,1.930718129912084
-2.155388471177945,1.4494461684045352
-2.12280701754386,1.640629101579497
-2.0902255639097747,1.7885215668925676
-2.0576441102756893,2.1046820584998773
-2.0250626566416043,1.4506000454134
-1.992481203007519,2.211753168558478
-1.9598997493734336,1.3749248172654034
